Year,Economy,Economy Label,Flow,Flow Label,US$ at current prices in millions,US$ at current prices in millions Footnote,US$ at current prices in millions Missing value,Percentage of total world,Percentage of total world Footnote,Percentage of total world Missing value
2002,136,"Cayman Islands",02,"Exports",14,"Estimated",,0.000215,"Estimated",
2002,136,"Cayman Islands",01,"Imports",589,"Estimated",,0.008841,"Estimated",
2002,140,"Central African Republic",02,"Exports",147,,,0.002262,,
2002,140,"Central African Republic",01,"Imports",120,,,0.001801,,
2002,148,"Chad",02,"Exports",185,,,0.002847,,
2002,148,"Chad",01,"Imports",1646,,,0.024707,,
2002,152,"Chile",02,"Exports",18180,,,0.279799,,
2002,152,"Chile",01,"Imports",17091,,,0.25654,,
2002,156,"China",02,"Exports",325596,,,5.011085,,
2002,156,"China",01,"Imports",295170,,,4.43058,,
2002,344,"China, Hong Kong SAR",02,"Exports",201927.719,,,3.107769,,
2002,344,"China, Hong Kong SAR",01,"Imports",207968.984,,,3.12167,,
2002,446,"China, Macao SAR",02,"Exports",2356,,,0.03626,,
2002,446,"China, Macao SAR",01,"Imports",3009.121,,,0.045168,,
2002,158,"China, Taiwan Province of",02,"Exports",135080,,,2.078949,,
2002,158,"China, Taiwan Province of",01,"Imports",113330.563,,,1.701122,,
2002,170,"Colombia",02,"Exports",11911,,,0.183316,,
2002,170,"Colombia",01,"Imports",12711.1,,,0.190797,,
2002,174,"Comoros",02,"Exports",19,,,0.000292,,
2002,174,"Comoros",01,"Imports",53,,,0.000796,,
2002,178,"Congo",02,"Exports",2280,,,0.03509,,
2002,178,"Congo",01,"Imports",675,,,0.010132,,
2002,184,"Cook Islands",02,"Exports",5.095,,,7.8E-05,,
2002,184,"Cook Islands",01,"Imports",47.364,,,0.000711,,
2002,188,"Costa Rica",02,"Exports",5264,,,0.081016,,
2002,188,"Costa Rica",01,"Imports",7188,,,0.107894,,
2002,384,"Cote d'Ivoire",02,"Exports",5275,,,0.081185,,
2002,384,"Cote d'Ivoire",01,"Imports",2599.007,,,0.039012,,
2002,191,"Croatia",02,"Exports",4903.58,,,0.075469,,
2002,191,"Croatia",01,"Imports",10722,,,0.16094,,
2002,192,"Cuba",02,"Exports",1421,,,0.02187,,
2002,192,"Cuba",01,"Imports",4176,,,0.062683,,
2002,531,"Curacao",02,"Exports",,,"Not applicable",,,"Not applicable"
2002,531,"Curacao",01,"Imports",,,"Not applicable",,,"Not applicable"
2002,196,"Cyprus",02,"Exports",843,,,0.012974,,
2002,196,"Cyprus",01,"Imports",4086,,,0.061332,,
2002,203,"Czechia",02,"Exports",38491.92,,,0.59241,,
2002,203,"Czechia",01,"Imports",40656.356,,,0.610263,,
2002,200,"Czechoslovakia",02,"Exports",,,"Not applicable",,,"Not applicable"
2002,200,"Czechoslovakia",01,"Imports",,,"Not applicable",,,"Not applicable"
2002,408,"Dem. People's Rep. of Korea",02,"Exports",1008,"Estimated",,0.015514,"Estimated",
2002,408,"Dem. People's Rep. of Korea",01,"Imports",1894,"Estimated",,0.028429,"Estimated",
2002,180,"Dem. Rep. of the Congo",02,"Exports",1132.1,,,0.017424,,
2002,180,"Dem. Rep. of the Congo",01,"Imports",1080.5,,,0.016219,,
2002,278,"Democratic Republic of Germany",02,"Exports",,,"Not applicable",,,"Not applicable"
2002,278,"Democratic Republic of Germany",01,"Imports",,,"Not applicable",,,"Not applicable"
2002,208,"Denmark",02,"Exports",57494.822,,,0.884874,,
2002,208,"Denmark",01,"Imports",50320.237,,,0.75532,,
2002,262,"Djibouti",02,"Exports",35.623,,,0.000548,,
2002,262,"Djibouti",01,"Imports",197.062,,,0.002958,,
2002,212,"Dominica",02,"Exports",43,,,0.000662,,
2002,212,"Dominica",01,"Imports",116,,,0.001741,,
2002,214,"Dominican Republic",02,"Exports",5165,,,0.079492,,
2002,214,"Dominican Republic",01,"Imports",8838,,,0.132661,,
2002,218,"Ecuador",02,"Exports",5042,,,0.077599,,
2002,218,"Ecuador",01,"Imports",6431,,,0.096531,,
2002,818,"Egypt",02,"Exports",5545.896,,,0.085354,,
2002,818,"Egypt",01,"Imports",12769.844,,,0.191679,,
2002,222,"El Salvador",02,"Exports",2996,,,0.04611,,
2002,222,"El Salvador",01,"Imports",5184,,,0.077813,,
2002,226,"Equatorial Guinea",02,"Exports",2117,,,0.032582,,
2002,226,"Equatorial Guinea",01,"Imports",507,,,0.00761,,
2002,232,"Eritrea",02,"Exports",51.821,,,0.000798,,
2002,232,"Eritrea",01,"Imports",537.932,,,0.008075,,
2002,233,"Estonia",02,"Exports",4336,,,0.066733,,
2002,233,"Estonia",01,"Imports",5863,,,0.088005,,
2002,748,"Eswatini",02,"Exports",1029,,,0.015837,,
2002,748,"Eswatini",01,"Imports",955,,,0.014335,,
2002,231,"Ethiopia",02,"Exports",480.234,,,0.007391,,
2002,231,"Ethiopia",01,"Imports",1593.514,,,0.023919,,
2002,230,"Ethiopia (...1991)",02,"Exports",,,"Not applicable",,,"Not applicable"
2002,230,"Ethiopia (...1991)",01,"Imports",,,"Not applicable",,,"Not applicable"
2002,238,"Falkland Islands (Malvinas)",02,"Exports",84,"Estimated",,0.001293,"Estimated",
2002,238,"Falkland Islands (Malvinas)",01,"Imports",44,"Estimated",,0.00066,"Estimated",
2002,234,"Faroe Islands",02,"Exports",536,,,0.008249,,
2002,234,"Faroe Islands",01,"Imports",494,,,0.007415,,
2002,280,"Federal Republic of Germany",02,"Exports",,,"Not applicable",,,"Not applicable"
2002,280,"Federal Republic of Germany",01,"Imports",,,"Not applicable",,,"Not applicable"
2002,242,"Fiji",02,"Exports",515,,,0.007926,,
2002,242,"Fiji",01,"Imports",901,,,0.013524,,
2002,246,"Finland",02,"Exports",45145.165,,,0.694807,,
2002,246,"Finland",01,"Imports",34218.003,,,0.513621,,
2002,250,"France",02,"Exports",331719.22,,,5.105325,,
2002,250,"France",01,"Imports",329262.267,,,4.942314,,
2002,258,"French Polynesia",02,"Exports",183,,,0.002816,,
2002,258,"French Polynesia",01,"Imports",1292,,,0.019393,,
2002,266,"Gabon",02,"Exports",2409.295,,,0.03708,,
2002,266,"Gabon",01,"Imports",1135.055,,,0.017037,,
2002,270,"Gambia",02,"Exports",17.385,,,0.000268,,
2002,270,"Gambia",01,"Imports",160.611,,,0.002411,,
2002,268,"Georgia",02,"Exports",346,,,0.005325,,
2002,268,"Georgia",01,"Imports",796,,,0.011948,,
2002,276,"Germany",02,"Exports",615830.758,,,9.477943,,
2002,276,"Germany",01,"Imports",490282.514,,,7.35927,,
2002,288,"Ghana",02,"Exports",1850,"Estimated",,0.028472,"Estimated",
2002,288,"Ghana",01,"Imports",2720.114,,,0.04083,,
2002,292,"Gibraltar",02,"Exports",148,"Estimated",,0.002278,"Estimated",
2002,292,"Gibraltar",01,"Imports",383.98,,,0.005764,,
2002,300,"Greece",02,"Exports",10414.135,,,0.160279,,
2002,300,"Greece",01,"Imports",31570.291,,,0.473878,,
2002,304,"Greenland",02,"Exports",303,,,0.004663,,
2002,304,"Greenland",01,"Imports",387,,,0.005809,,
2002,308,"Grenada",02,"Exports",38.261,,,0.000589,,
2002,308,"Grenada",01,"Imports",199,,,0.002987,,
2002,316,"Guam",02,"Exports",49.724,,,0.000765,,
2002,316,"Guam",01,"Imports",440,,,0.006605,,
2002,320,"Guatemala",02,"Exports",4162.1,"Break",,0.064057,"Break",
2002,320,"Guatemala",01,"Imports",7658.8,"Break",,0.114961,"Break",
2002,324,"Guinea",02,"Exports",709,,,0.010912,,
2002,324,"Guinea",01,"Imports",667,,,0.010012,,
2002,624,"Guinea-Bissau",02,"Exports",54,,,0.000831,,
2002,624,"Guinea-Bissau",01,"Imports",59,,,0.000886,,
2002,328,"Guyana",02,"Exports",487,,,0.007495,,
2002,328,"Guyana",01,"Imports",563,,,0.008451,,
2002,332,"Haiti",02,"Exports",280,,,0.004309,,
2002,332,"Haiti",01,"Imports",1130,,,0.016962,,
2002,340,"Honduras",02,"Exports",3744.885,,,0.057636,,
2002,340,"Honduras",01,"Imports",4381.596,,,0.065769,,
2002,348,"Hungary",02,"Exports",34517.319,,,0.531239,,
2002,348,"Hungary",01,"Imports",37754.898,,,0.566711,,
2002,352,"Iceland",02,"Exports",2229.354,,,0.034311,,
2002,352,"Iceland",01,"Imports",2275,,,0.034148,,
2002,356,"India",02,"Exports",49250,,,0.757982,,
2002,356,"India",01,"Imports",56517,,,0.848335,,
2002,360,"Indonesia",02,"Exports",,,"Not applicable",,,"Not applicable"
2002,360,"Indonesia",01,"Imports",,,"Not applicable",,,"Not applicable"
2002,960,"Indonesia (...2002)",02,"Exports",59166,,,0.910594,,
2002,960,"Indonesia (...2002)",01,"Imports",38340,,,0.575494,,
2002,364,"Iran (Islamic Republic of)",02,"Exports",28237,,,0.434582,,
2002,364,"Iran (Islamic Republic of)",01,"Imports",20617,,,0.309467,,
2002,368,"Iraq",02,"Exports",12219,,,0.188057,,
2002,368,"Iraq",01,"Imports",9817,,,0.147356,,
2002,372,"Ireland",02,"Exports",88265.439,,,1.358449,,
2002,372,"Ireland",01,"Imports",52398.775,,,0.786519,,
2002,376,"Israel",02,"Exports",29347,,,0.451665,,
2002,376,"Israel",01,"Imports",35517,,,0.53312,,
2002,380,"Italy",02,"Exports",254426.5,,,3.915751,,
2002,380,"Italy",01,"Imports",247015.222,,,3.707764,,
2002,388,"Jamaica",02,"Exports",1114,,,0.017145,,
2002,388,"Jamaica",01,"Imports",3533,,,0.053031,,
2002,392,"Japan",02,"Exports",416726,,,6.413621,,
2002,392,"Japan",01,"Imports",337194,,,5.061371,,
2002,400,"Jordan",02,"Exports",2770,,,0.042632,,
2002,400,"Jordan",01,"Imports",5076,,,0.076192,,
2002,398,"Kazakhstan",02,"Exports",9670.3,,,0.148831,,
2002,398,"Kazakhstan",01,"Imports",6584,,,0.098828,,
2002,404,"Kenya",02,"Exports",2116.25,,,0.03257,,
2002,404,"Kenya",01,"Imports",3244.84,,,0.048706,,
2002,296,"Kiribati",02,"Exports",3.435,,,5.3E-05,,
2002,296,"Kiribati",01,"Imports",49.759,,,0.000747,,
2002,414,"Kuwait",02,"Exports",15369,,,0.236537,,
2002,414,"Kuwait",01,"Imports",9001,,,0.135107,,
2002,417,"Kyrgyzstan",02,"Exports",485.5,,,0.007472,,
2002,417,"Kyrgyzstan",01,"Imports",586.7,,,0.008807,,
2002,418,"Lao People's Dem. Rep.",02,"Exports",300.61,,,0.004627,,
2002,418,"Lao People's Dem. Rep.",01,"Imports",446.92,,,0.006708,,
2002,428,"Latvia",02,"Exports",2285.127,,,0.035169,,
2002,428,"Latvia",01,"Imports",4046.038,,,0.060732,,
2002,422,"Lebanon",02,"Exports",1238,,,0.019053,,
2002,422,"Lebanon",01,"Imports",6560,,,0.098467,,
2002,426,"Lesotho",02,"Exports",357.951,,,0.005509,,
2002,426,"Lesotho",01,"Imports",815,,,0.012233,,
2002,430,"Liberia",02,"Exports",176.1,,,0.00271,,
2002,430,"Liberia",01,"Imports",178.2,,,0.002675,,
2002,434,"Libya",02,"Exports",7586.23,,,0.116756,,
2002,434,"Libya",01,"Imports",2925.003,,,0.043905,,
2002,440,"Lithuania",02,"Exports",5475,,,0.084263,,
2002,440,"Lithuania",01,"Imports",7709,,,0.115714,,
2002,442,"Luxembourg",02,"Exports",10214.267,,,0.157203,,
2002,442,"Luxembourg",01,"Imports",12650.72,,,0.189891,,
2002,450,"Madagascar",02,"Exports",486,,,0.00748,,
2002,450,"Madagascar",01,"Imports",626.703,,,0.009407,,
2002,454,"Malawi",02,"Exports",411.392,,,0.006332,,
2002,454,"Malawi",01,"Imports",702.308,,,0.010542,,
2002,458,"Malaysia",02,"Exports",94060.531,,,1.447639,,
2002,458,"Malaysia",01,"Imports",79760.649,,,1.197228,,
2002,462,"Maldives",02,"Exports",132,,,0.002032,,
2002,462,"Maldives",01,"Imports",391.72,,,0.00588,,
2002,466,"Mali",02,"Exports",874,,,0.013451,,
2002,466,"Mali",01,"Imports",928,,,0.01393,,
2002,470,"Malta",02,"Exports",2027.643,,,0.031206,,
2002,470,"Malta",01,"Imports",2646.321,,,0.039722,,
2002,584,"Marshall Islands",02,"Exports",14.262,,,0.000219,,
2002,584,"Marshall Islands",01,"Imports",67.52,,,0.001013,,
2002,478,"Mauritania",02,"Exports",331.67,,,0.005105,,
2002,478,"Mauritania",01,"Imports",431.174,,,0.006472,,
2002,480,"Mauritius",02,"Exports",1801.45,,,0.027725,,
2002,480,"Mauritius",01,"Imports",2159.14,,,0.032409,,
2002,484,"Mexico",02,"Exports",160682,,,2.472976,,
2002,484,"Mexico",01,"Imports",173086.789,,,2.598079,,
2002,583,"Micronesia (Federated States of)",02,"Exports",26.867,,,0.000413,,
2002,583,"Micronesia (Federated States of)",01,"Imports",104.29,,,0.001565,,
2002,496,"Mongolia",02,"Exports",524,,,0.008065,,
2002,496,"Mongolia",01,"Imports",690.7,,,0.010368,,
2002,499,"Montenegro",02,"Exports",,,"Not applicable",,,"Not applicable"
2002,499,"Montenegro",01,"Imports",,,"Not applicable",,,"Not applicable"
2002,500,"Montserrat",02,"Exports",1.411,,,2.2E-05,,
2002,500,"Montserrat",01,"Imports",25.422,,,0.000382,,
2002,504,"Morocco",02,"Exports",7849,,,0.1208,,
2002,504,"Morocco",01,"Imports",11863.7,,,0.178077,,
2002,508,"Mozambique",02,"Exports",810,,,0.012466,,
2002,508,"Mozambique",01,"Imports",1543,,,0.023161,,
2002,104,"Myanmar",02,"Exports",3014.72,,,0.046398,,
2002,104,"Myanmar",01,"Imports",2323.84,,,0.034881,,
2002,516,"Namibia",02,"Exports",1071.6,,,0.016492,,
2002,516,"Namibia",01,"Imports",1470,"Estimated",,0.022065,"Estimated",
2002,520,"Nauru",02,"Exports",9,"Estimated",,0.000139,"Estimated",
2002,520,"Nauru",01,"Imports",28,"Estimated",,0.00042,"Estimated",
2002,524,"Nepal",02,"Exports",568,,,0.008742,,
2002,524,"Nepal",01,"Imports",1419,,,0.0213,,
2002,528,"Netherlands (Kingdom of the)",02,"Exports",244058.452,,,3.756182,,
2002,528,"Netherlands (Kingdom of the)",01,"Imports",219264.542,,,3.291219,,
2002,530,"Netherlands Antilles",02,"Exports",1609,,,0.024763,,
2002,530,"Netherlands Antilles",01,"Imports",2268,,,0.034043,,
2002,540,"New Caledonia",02,"Exports",492,,,0.007572,,
2002,540,"New Caledonia",01,"Imports",1008,,,0.01513,,
2002,554,"New Zealand",02,"Exports",14383,,,0.221362,,
2002,554,"New Zealand",01,"Imports",15047,,,0.225859,,
2002,558,"Nicaragua",02,"Exports",914.4,,,0.014073,,
2002,558,"Nicaragua",01,"Imports",1853,,,0.027814,,
2002,562,"Niger",02,"Exports",279,,,0.004294,,
2002,562,"Niger",01,"Imports",468,,,0.007025,,
2002,566,"Nigeria",02,"Exports",17975,,,0.276644,,
2002,566,"Nigeria",01,"Imports",7547,,,0.113282,,
2002,570,"Niue",02,"Exports",0.046,,,1E-06,,
2002,570,"Niue",01,"Imports",1.781,,,2.7E-05,,
2002,807,"North Macedonia",02,"Exports",1115.53,,,0.017169,,
2002,807,"North Macedonia",01,"Imports",1995.16,,,0.029948,,
2002,580,"Northern Mariana Islands",02,"Exports",825.011,"Estimated",,0.012697,"Estimated",
2002,580,"Northern Mariana Islands",01,"Imports",646.091,"Estimated",,0.009698,"Estimated",
2002,578,"Norway",02,"Exports",59662,,,0.918228,,
2002,578,"Norway",01,"Imports",34873,,,0.523453,,
2002,512,"Oman",02,"Exports",11171.7,,,0.171938,,
2002,512,"Oman",01,"Imports",6296.489,,,0.094512,,
2002,586,"Pakistan",02,"Exports",9913,,,0.152566,,
2002,586,"Pakistan",01,"Imports",11233,,,0.16861,,
2002,585,"Palau",02,"Exports",20.345,,,0.000313,,
2002,585,"Palau",01,"Imports",96.712,,,0.001452,,
2002,591,"Panama",02,"Exports",846,,,0.01302,,
2002,591,"Panama",01,"Imports",2982,,,0.044761,,
2002,590,"Panama, excluding Canal Zone",02,"Exports",,,"Not applicable",,,"Not applicable"
2002,590,"Panama, excluding Canal Zone",01,"Imports",,,"Not applicable",,,"Not applicable"
2002,598,"Papua New Guinea",02,"Exports",1641,,,0.025256,,
2002,598,"Papua New Guinea",01,"Imports",1137,,,0.017067,,
2002,600,"Paraguay",02,"Exports",2328.8,,,0.035841,,
2002,600,"Paraguay",01,"Imports",1672,,,0.025097,,
2002,604,"Peru",02,"Exports",7713.9,,,0.118721,,
2002,604,"Peru",01,"Imports",7493,,,0.112472,,
2002,608,"Philippines",02,"Exports",35208,,,0.541869,,
2002,608,"Philippines",01,"Imports",41091.962,"Break",,0.616801,"Break",
2002,616,"Poland",02,"Exports",41132.913,,,0.633056,,
2002,616,"Poland",01,"Imports",55298.907,,,0.830051,,
2002,620,"Portugal",02,"Exports",25907.829,,,0.398734,,
2002,620,"Portugal",01,"Imports",40156.108,,,0.602754,,
2002,634,"Qatar",02,"Exports",10978,,,0.168957,,
2002,634,"Qatar",01,"Imports",4052.046,,,0.060822,,
2002,410,"Republic of Korea",02,"Exports",162471,,,2.50051,,
2002,410,"Republic of Korea",01,"Imports",152126,,,2.283452,,
2002,498,"Republic of Moldova",02,"Exports",644,,,0.009911,,
2002,498,"Republic of Moldova",01,"Imports",1038,,,0.015581,,
2002,642,"Romania",02,"Exports",13876.554,,,0.213567,,
2002,642,"Romania",01,"Imports",17853.715,,,0.267989,,
2002,643,"Russian Federation",02,"Exports",107301,,,1.651416,,
2002,643,"Russian Federation",01,"Imports",60966,,,0.915116,,
2002,646,"Rwanda",02,"Exports",65,,,0.001,,
2002,646,"Rwanda",01,"Imports",248,,,0.003723,,
2002,654,"Saint Helena",02,"Exports",18.58,"Estimated",,0.000286,"Estimated",
2002,654,"Saint Helena",01,"Imports",36.95,"Estimated",,0.000555,"Estimated",
2002,659,"Saint Kitts and Nevis",02,"Exports",39,,,0.0006,,
2002,659,"Saint Kitts and Nevis",01,"Imports",201,,,0.003017,,
2002,662,"Saint Lucia",02,"Exports",44,,,0.000677,,
2002,662,"Saint Lucia",01,"Imports",309,,,0.004638,,
2002,666,"Saint Pierre and Miquelon",02,"Exports",5.437,,,8.4E-05,,
2002,666,"Saint Pierre and Miquelon",01,"Imports",61.508,,,0.000923,,
2002,670,"Saint Vincent and the Grenadines",02,"Exports",38,,,0.000585,,
2002,670,"Saint Vincent and the Grenadines",01,"Imports",174,,,0.002612,,
2002,882,"Samoa",02,"Exports",71.468,,,0.0011,,
2002,882,"Samoa",01,"Imports",132.376,,,0.001987,,
2002,678,"Sao Tome and Principe",02,"Exports",4.956,,,7.6E-05,,
2002,678,"Sao Tome and Principe",01,"Imports",31.135,,,0.000467,,
2002,682,"Saudi Arabia",02,"Exports",72453.3,,,1.115093,,
2002,682,"Saudi Arabia",01,"Imports",32293.3,,,0.484731,,
2002,686,"Senegal",02,"Exports",1067,,,0.016422,,
2002,686,"Senegal",01,"Imports",1958,,,0.02939,,
2002,688,"Serbia",02,"Exports",,,"Not applicable",,,"Not applicable"
2002,688,"Serbia",01,"Imports",,,"Not applicable",,,"Not applicable"
2002,891,"Serbia and Montenegro",02,"Exports",2275,,,0.035013,,
2002,891,"Serbia and Montenegro",01,"Imports",6320,,,0.094865,,
2002,690,"Seychelles",02,"Exports",228,,,0.003509,,
2002,690,"Seychelles",01,"Imports",420.434,,,0.006311,,
2002,694,"Sierra Leone",02,"Exports",48.669,,,0.000749,,
2002,694,"Sierra Leone",01,"Imports",264.284,,,0.003967,,
2002,702,"Singapore",02,"Exports",125177,,,1.926537,,
2002,702,"Singapore",01,"Imports",116441,,,1.74781,,
2002,534,"Sint Maarten (Dutch part)",02,"Exports",,,"Not applicable",,,"Not applicable"
2002,534,"Sint Maarten (Dutch part)",01,"Imports",,,"Not applicable",,,"Not applicable"
2002,703,"Slovakia",02,"Exports",14405.372,,,0.221706,,
2002,703,"Slovakia",01,"Imports",16563.847,,,0.248628,,
2002,705,"Slovenia",02,"Exports",10365.679,,,0.159533,,
2002,705,"Slovenia",01,"Imports",10944.44,,,0.164279,,
2002,090,"Solomon Islands",02,"Exports",58,,,0.000893,,
2002,090,"Solomon Islands",01,"Imports",67,,,0.001006,,
2002,706,"Somalia",02,"Exports",125.887,,,0.001937,,
2002,706,"Somalia",01,"Imports",239.758,,,0.003599,,
2002,710,"South Africa",02,"Exports",29723,,,0.457452,,
2002,710,"South Africa",01,"Imports",29267,,,0.439305,,
2002,728,"South Sudan",02,"Exports",,,"Not applicable",,,"Not applicable"
2002,728,"South Sudan",01,"Imports",,,"Not applicable",,,"Not applicable"
2002,724,"Spain",02,"Exports",125687.226,,,1.934389,,
2002,724,"Spain",01,"Imports",165104.907,,,2.478268,,
2002,144,"Sri Lanka",02,"Exports",4699.06,,,0.072321,,
2002,144,"Sri Lanka",01,"Imports",6104.8,,,0.091635,,
2002,275,"State of Palestine",02,"Exports",410.2,,,0.006313,,
2002,275,"State of Palestine",01,"Imports",1859.7,,,0.027915,,
2002,729,"Sudan",02,"Exports",,,"Not applicable",,,"Not applicable"
2002,729,"Sudan",01,"Imports",,,"Not applicable",,,"Not applicable"
2002,736,"Sudan (...2011)",02,"Exports",1949,,,0.029996,,
2002,736,"Sudan (...2011)",01,"Imports",2446,,,0.036715,,
2002,740,"Suriname",02,"Exports",469,,,0.007218,,
2002,740,"Suriname",01,"Imports",492,,,0.007385,,
2002,752,"Sweden",02,"Exports",81499.068,,,1.254311,,
2002,752,"Sweden",01,"Imports",66954.943,,,1.005011,,
2002,756,"Switzerland",02,"Exports",91699,,,1.411293,,
2002,756,"Switzerland",01,"Imports",87189,,,1.30873,,
2002,760,"Syrian Arab Republic",02,"Exports",6536.363,,,0.100598,,
2002,760,"Syrian Arab Republic",01,"Imports",4487.753,,,0.067362,,
2002,762,"Tajikistan",02,"Exports",738,,,0.011358,,
2002,762,"Tajikistan",01,"Imports",721,,,0.010822,,
2002,764,"Thailand",02,"Exports",68108,,,1.048216,,
2002,764,"Thailand",01,"Imports",64645,,,0.970339,,
2002,626,"Timor-Leste",02,"Exports",,,"Not applicable",,,"Not applicable"
2002,626,"Timor-Leste",01,"Imports",,,"Not applicable",,,"Not applicable"
2002,768,"Togo",02,"Exports",427,,,0.006572,,
2002,768,"Togo",01,"Imports",591,,,0.008871,,
2002,772,"Tokelau",02,"Exports",0.971,"Estimated",,1.5E-05,"Estimated",
2002,772,"Tokelau",01,"Imports",0.97,,,1.5E-05,,
2002,776,"Tonga",02,"Exports",14.545,,,0.000224,,
2002,776,"Tonga",01,"Imports",88.951,,,0.001335,,
2002,780,"Trinidad and Tobago",02,"Exports",3880,,,0.059715,,
2002,780,"Trinidad and Tobago",01,"Imports",3643,,,0.054682,,
2002,788,"Tunisia",02,"Exports",6874.28,,,0.105799,,
2002,788,"Tunisia",01,"Imports",9525.98,,,0.142987,,
2002,792,"Turkiye",02,"Exports",36059,,,0.554966,,
2002,792,"Turkiye",01,"Imports",51554,,,0.773839,,
2002,795,"Turkmenistan",02,"Exports",2850,,,0.043863,,
2002,795,"Turkmenistan",01,"Imports",2120,,,0.031822,,
2002,796,"Turks and Caicos Islands",02,"Exports",8.707,,,0.000134,,
2002,796,"Turks and Caicos Islands",01,"Imports",177.335,,,0.002662,,
2002,798,"Tuvalu",02,"Exports",0.137,,,2E-06,,
2002,798,"Tuvalu",01,"Imports",11.118,,,0.000167,,
2002,800,"Uganda",02,"Exports",467.38,,,0.007193,,
2002,800,"Uganda",01,"Imports",1053,,,0.015806,,
